179.43.191.18 - - [31/Jul/2024:04:00:06 +0300] "POST /wp-json/litespeed/v1/cdn_status HTTP/1.0" 404 2782 "http://planet-ex.ru" "Searcherxweb"
31.135.61.147 - - [31/Jul/2024:07:12:20 +0300] "HEAD / HTTP/1.0" 200 - "-" "-"
23.111.114.116 - - [31/Jul/2024:07:13:03 +0300] "GET / HTTP/1.0" 200 27412 "-" "Mozilla/5.0 (Linux; arm_64; Android 7.1.2; Redmi 5 Plus) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.127 YaBrowser/20.9.4.99.00 SA/3 Mobile Safari/537.36"
198.235.24.132 - - [31/Jul/2024:08:30:18 +0300] "GET / HTTP/1.0" 200 27412 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
23.111.204.42 - - [31/Jul/2024:10:14:49 +0300] "GET / HTTP/1.0" 200 27412 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
54.88.179.33 - - [31/Jul/2024:13:38:53 +0300] "GET / HTTP/1.0" 200 27412 "-" "Mozilla/5.0 \\(Windows NT 10.0\\; Win64\\; x64\\) AppleWebKit/537.36 \\(KHTML, like Gecko\\) Chrome/100.0.4896.60 Safari/537.36"
35.171.144.152 - - [31/Jul/2024:13:38:55 +0300] "GET / HTTP/1.0" 200 27412 "-" "Mozilla/5.0 \\(Windows NT 10.0\\; Win64\\; x64\\) AppleWebKit/537.36 \\(KHTML, like Gecko\\) Chrome/100.0.4896.60 Safari/537.36"
23.111.204.42 - - [31/Jul/2024:14:57:26 +0300] "GET / HTTP/1.0" 200 27412 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
2a03:2880:21ff:4::face:b00c - - [31/Jul/2024:16:20:08 +0300] "GET /robots.txt HTTP/1.0" 404 2719 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
176.124.197.30 - - [31/Jul/2024:16:34:46 +0300] "GET / HTTP/1.0" 200 27412 "https://yandex.ru/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 OPR/111.0.0.0 (Edition Yx GX)"
176.124.197.30 - - [31/Jul/2024:16:34:47 +0300] "GET /static/main/css/style.css HTTP/1.0" 200 29598 "https://planet-ex.ru/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 OPR/111.0.0.0 (Edition Yx GX)"
176.124.197.30 - - [31/Jul/2024:16:34:47 +0300] "GET /static/main/img/logo.png HTTP/1.0" 200 11007 "https://planet-ex.ru/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 OPR/111.0.0.0 (Edition Yx GX)"
176.124.197.30 - - [31/Jul/2024:16:34:47 +0300] "GET /static/main/img/logistika_9fin8y7aaysh_1281.png HTTP/1.0" 200 6136 "https://planet-ex.ru/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 OPR/111.0.0.0 (Edition Yx GX)"
176.124.197.30 - - [31/Jul/2024:16:34:47 +0300] "GET /static/main/img/dostavka_24_chasa_p1bxwxbh7zoc_1281.png HTTP/1.0" 200 4491 "https://planet-ex.ru/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 OPR/111.0.0.0 (Edition Yx GX)"
176.124.197.30 - - [31/Jul/2024:16:34:47 +0300] "GET /static/main/img/logistika_r1da0eabdvxt_1281.png HTTP/1.0" 200 2926 "https://planet-ex.ru/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 OPR/111.0.0.0 (Edition Yx GX)"
